ACCOUNT,AMOUNT,SOURCE,Fabricated_JE,TYPE,ACCOUNT_DC,D/C,AMOUNT_POSITIF
1102,-13123.57,7,0,0,1102_C,C,13123.57
2207,48769.11,7,0,0,2207_D,D,48769.11
1180,13123.57,7,0,0,1180_D,D,13123.57
1180,14136.02,7,0,0,1180_D,D,14136.02
1146,-6891.09,5,0,0,1146_C,C,6891.09
3104,6891.09,5,0,0,3104_D,D,6891.09
2261,12452.78,3,0,0,2261_D,D,12452.78
3172,32378.5,3,0,0,3172_D,D,32378.5
2114,-2324.56,3,0,0,2114_C,C,2324.56
2202,2324.56,3,0,0,2202_D,D,2324.56
3199,-32378.5,3,0,0,3199_C,C,32378.5
2292,-12452.78,3,0,0,2292_C,C,12452.78
2121,19563.51,5,0,0,2121_D,D,19563.51
2278,8446.85,5,0,0,2278_D,D,8446.85
2172,-8446.85,5,0,0,2172_C,C,8446.85
3196,47219.27,5,0,0,3196_D,D,47219.27
2247,-19563.51,5,0,0,2247_C,C,19563.51
2251,-47219.27,5,0,0,2251_C,C,47219.27
2212,42358.36,1,0,0,2212_D,D,42358.36
1115,-42358.36,1,0,0,1115_C,C,42358.36
2273,-45335.21,2,0,0,2273_C,C,45335.21
3181,45335.21,2,0,0,3181_D,D,45335.21
3195,7529.44,5,0,0,3195_D,D,7529.44
2250,-14156.14,5,0,0,2250_C,C,14156.14
3114,-7529.44,5,0,0,3114_C,C,7529.44
3101,14156.14,5,0,0,3101_D,D,14156.14
3134,-35339.17,4,0,0,3134_C,C,35339.17
1104,-27142.02,4,0,0,1104_C,C,27142.02
3221,27142.02,4,0,0,3221_D,D,27142.02
1160,-21270.76,4,0,0,1160_C,C,21270.76
2264,35339.17,4,0,0,2264_D,D,35339.17
2246,21270.76,4,0,0,2246_D,D,21270.76
2282,-49806.94,6,0,0,2282_C,C,49806.94
3112,49806.94,6,0,0,3112_D,D,49806.94
3165,20192.06,6,0,0,3165_D,D,20192.06
3162,-20192.06,6,0,0,3162_C,C,20192.06
2142,-41244.77,3,0,0,2142_C,C,41244.77
1183,11179.07,3,0,0,1183_D,D,11179.07
3175,-11179.07,3,0,0,3175_C,C,11179.07
3106,41244.77,3,0,0,3106_D,D,41244.77
3109,42134.86,4,0,0,3109_D,D,42134.86
2174,-16724.92,4,0,0,2174_C,C,16724.92
2120,38860.89,4,0,0,2120_D,D,38860.89
2168,16724.92,4,0,0,2168_D,D,16724.92
2174,-42134.86,4,0,0,2174_C,C,42134.86
3117,-38860.89,4,0,0,3117_C,C,38860.89
3217,43196.98,6,0,0,3217_D,D,43196.98
2255,-43196.98,6,0,0,2255_C,C,43196.98
2211,-13450.01,6,0,0,2211_C,C,13450.01
2127,29058.49,6,0,0,2127_D,D,29058.49
2208,13450.01,6,0,0,2208_D,D,13450.01
2255,-29058.49,6,0,0,2255_C,C,29058.49
2257,-3173.25,6,0,0,2257_C,C,3173.25
3139,3173.25,6,0,0,3139_D,D,3173.25
1133,-23179.56,6,0,0,1133_C,C,23179.56
2146,34083.44,6,0,0,2146_D,D,34083.44
2161,23179.56,6,0,0,2161_D,D,23179.56
3130,-34083.44,6,0,0,3130_C,C,34083.44
1118,47604.72,5,0,0,1118_D,D,47604.72
1161,-16126.85,5,0,0,1161_C,C,16126.85
2128,16126.85,5,0,0,2128_D,D,16126.85
2221,26895.0,5,0,0,2221_D,D,26895.0
2156,-26895.0,5,0,0,2156_C,C,26895.0
1185,-47604.72,5,0,0,1185_C,C,47604.72
1146,48373.08,5,0,0,1146_D,D,48373.08
2124,36775.16,5,0,0,2124_D,D,36775.16
2168,-36775.16,5,0,0,2168_C,C,36775.16
1119,-48373.08,5,0,0,1119_C,C,48373.08
3107,-29018.39,5,0,0,3107_C,C,29018.39
1145,29018.39,5,0,0,1145_D,D,29018.39
2251,33239.78,6,0,0,2251_D,D,33239.78
2245,-29924.92,6,0,0,2245_C,C,29924.92
2218,29924.92,6,0,0,2218_D,D,29924.92
2188,44173.93,6,0,0,2188_D,D,44173.93
2221,-44173.93,6,0,0,2221_C,C,44173.93
3134,-33239.78,6,0,0,3134_C,C,33239.78
2160,-16583.23,3,0,0,2160_C,C,16583.23
2216,16583.23,3,0,0,2216_D,D,16583.23
1112,24281.52,5,0,0,1112_D,D,24281.52
3198,-36132.34,5,0,0,3198_C,C,36132.34
2184,36132.34,5,0,0,2184_D,D,36132.34
3208,-24281.52,5,0,0,3208_C,C,24281.52
3192,-24538.93,4,0,0,3192_C,C,24538.93
1153,-15452.67,4,0,0,1153_C,C,15452.67
1165,15452.67,4,0,0,1165_D,D,15452.67
2194,24538.93,4,0,0,2194_D,D,24538.93
3110,-49919.11,4,0,0,3110_C,C,49919.11
1175,49919.11,4,0,0,1175_D,D,49919.11
2257,-7201.47,3,0,0,2257_C,C,7201.47
1168,7201.47,3,0,0,1168_D,D,7201.47
3214,42385.43,6,0,0,3214_D,D,42385.43
3177,-42385.43,6,0,0,3177_C,C,42385.43
2166,-44561.18,7,0,0,2166_C,C,44561.18
2273,44561.18,7,0,0,2273_D,D,44561.18
2218,39375.61,7,0,0,2218_D,D,39375.61
2214,-39375.61,7,0,0,2214_C,C,39375.61
2177,-21897.54,4,0,0,2177_C,C,21897.54
3133,21897.54,4,0,0,3133_D,D,21897.54
3105,-49640.18,7,0,0,3105_C,C,49640.18
2270,49640.18,7,0,0,2270_D,D,49640.18
2261,44535.72,7,0,0,2261_D,D,44535.72
2289,-44535.72,7,0,0,2289_C,C,44535.72
2292,42796.43,1,0,0,2292_D,D,42796.43
3109,-30113.24,1,0,0,3109_C,C,30113.24
1113,30113.24,1,0,0,1113_D,D,30113.24
2237,-42796.43,1,0,0,2237_C,C,42796.43
1117,-28839.07,1,0,0,1117_C,C,28839.07
2233,28839.07,1,0,0,2233_D,D,28839.07
1144,35798.27,2,0,0,1144_D,D,35798.27
3151,-23323.82,2,0,0,3151_C,C,23323.82
3221,-4318.28,2,0,0,3221_C,C,4318.28
2145,23323.82,2,0,0,2145_D,D,23323.82
2107,4318.28,2,0,0,2107_D,D,4318.28
2251,-35798.27,2,0,0,2251_C,C,35798.27
2291,42940.57,4,0,0,2291_D,D,42940.57
3108,17887.41,4,0,0,3108_D,D,17887.41
2217,1554.33,4,0,0,2217_D,D,1554.33
3181,-1554.33,4,0,0,3181_C,C,1554.33
2212,-42940.57,4,0,0,2212_C,C,42940.57
2295,-17887.41,4,0,0,2295_C,C,17887.41
2189,-40167.94,4,0,0,2189_C,C,40167.94
1170,40167.94,4,0,0,1170_D,D,40167.94
2272,-26541.32,5,0,0,2272_C,C,26541.32
1137,26541.32,5,0,0,1137_D,D,26541.32
3175,-45801.16,7,0,0,3175_C,C,45801.16
2141,-24041.78,7,0,0,2141_C,C,24041.78
2199,34474.87,7,0,0,2199_D,D,34474.87
2127,45801.16,7,0,0,2127_D,D,45801.16
2176,24041.78,7,0,0,2176_D,D,24041.78
2117,-34474.87,7,0,0,2117_C,C,34474.87
2174,-42463.83,3,0,0,2174_C,C,42463.83
3168,12887.59,3,0,0,3168_D,D,12887.59
2210,42463.83,3,0,0,2210_D,D,42463.83
2284,-12887.59,3,0,0,2284_C,C,12887.59
2259,1397.59,7,0,0,2259_D,D,1397.59
1123,-36196.45,7,0,0,1123_C,C,36196.45
1174,36196.45,7,0,0,1174_D,D,36196.45
3168,-1397.59,7,0,0,3168_C,C,1397.59
2295,-45010.7,7,0,0,2295_C,C,45010.7
3209,45010.7,7,0,0,3209_D,D,45010.7
3164,3545.7,2,0,0,3164_D,D,3545.7
1122,22567.3,2,0,0,1122_D,D,22567.3
2192,-22567.3,2,0,0,2192_C,C,22567.3
3145,17645.02,2,0,0,3145_D,D,17645.02
2146,-3545.7,2,0,0,2146_C,C,3545.7
1127,-17645.02,2,0,0,1127_C,C,17645.02
2120,-26849.98,5,0,0,2120_C,C,26849.98
2279,26849.98,5,0,0,2279_D,D,26849.98
3135,22137.99,4,0,0,3135_D,D,22137.99
1169,-22137.99,4,0,0,1169_C,C,22137.99
2233,4407.56,4,0,0,2233_D,D,4407.56
1154,-4407.56,4,0,0,1154_C,C,4407.56
2165,-49302.11,4,0,0,2165_C,C,49302.11
3149,49302.11,4,0,0,3149_D,D,49302.11
1142,-21489.25,5,0,0,1142_C,C,21489.25
1177,35376.04,5,0,0,1177_D,D,35376.04
2281,49709.1,5,0,0,2281_D,D,49709.1
2129,21489.25,5,0,0,2129_D,D,21489.25
2167,-49709.1,5,0,0,2167_C,C,49709.1
3150,-35376.04,5,0,0,3150_C,C,35376.04
1128,-40331.92,1,0,0,1128_C,C,40331.92
2149,40331.92,1,0,0,2149_D,D,40331.92
1164,-7516.84,1,0,0,1164_C,C,7516.84
2233,49044.75,1,0,0,2233_D,D,49044.75
3152,-49044.75,1,0,0,3152_C,C,49044.75
3140,7516.84,1,0,0,3140_D,D,7516.84
1184,32847.36,3,0,0,1184_D,D,32847.36
1160,-32847.36,3,0,0,1160_C,C,32847.36
3160,3274.53,4,0,0,3160_D,D,3274.53
1110,-3274.53,4,0,0,1110_C,C,3274.53
3128,7835.77,4,0,0,3128_D,D,7835.77
3188,-2248.15,4,0,0,3188_C,C,2248.15
1185,2248.15,4,0,0,1185_D,D,2248.15
2264,-7835.77,4,0,0,2264_C,C,7835.77
2193,-28202.14,1,0,0,2193_C,C,28202.14
2261,28202.14,1,0,0,2261_D,D,28202.14
3114,37406.37,1,0,0,3114_D,D,37406.37
2119,-37406.37,1,0,0,2119_C,C,37406.37
2258,44568.2,1,0,0,2258_D,D,44568.2
1180,31950.61,1,0,0,1180_D,D,31950.61
1106,-44568.2,1,0,0,1106_C,C,44568.2
2152,-31950.61,1,0,0,2152_C,C,31950.61
3149,27904.45,1,0,0,3149_D,D,27904.45
2234,-27904.45,1,0,0,2234_C,C,27904.45
2215,-6548.13,4,0,0,2215_C,C,6548.13
3194,6548.13,4,0,0,3194_D,D,6548.13
1163,12187.64,3,0,0,1163_D,D,12187.64
1143,-12187.64,3,0,0,1143_C,C,12187.64
1158,-9326.25,7,0,0,1158_C,C,9326.25
1141,9326.25,7,0,0,1141_D,D,9326.25
2155,3033.27,7,0,0,2155_D,D,3033.27
3190,21202.82,7,0,0,3190_D,D,21202.82
1111,-21202.82,7,0,0,1111_C,C,21202.82
1110,-3033.27,7,0,0,1110_C,C,3033.27
1172,26445.57,7,0,0,1172_D,D,26445.57
3183,-26445.57,7,0,0,3183_C,C,26445.57
3169,12188.63,2,0,0,3169_D,D,12188.63
3127,-12188.63,2,0,0,3127_C,C,12188.63
1109,31713.84,2,0,0,1109_D,D,31713.84
3101,43739.13,2,0,0,3101_D,D,43739.13
2280,-31713.84,2,0,0,2280_C,C,31713.84
3222,-43739.13,2,0,0,3222_C,C,43739.13
2106,-5907.19,3,0,0,2106_C,C,5907.19
2178,5907.19,3,0,0,2178_D,D,5907.19
2172,6391.52,5,0,0,2172_D,D,6391.52
1180,47640.17,5,0,0,1180_D,D,47640.17
2263,-6391.52,5,0,0,2263_C,C,6391.52
1142,-47640.17,5,0,0,1142_C,C,47640.17
2103,36127.25,1,0,0,2103_D,D,36127.25
2264,-36127.25,1,0,0,2264_C,C,36127.25
3160,17508.95,1,0,0,3160_D,D,17508.95
3117,-17508.95,1,0,0,3117_C,C,17508.95
2221,-6009.77,1,0,0,2221_C,C,6009.77
2183,6174.34,1,0,0,2183_D,D,6174.34
3202,-6174.34,1,0,0,3202_C,C,6174.34
1172,6009.77,1,0,0,1172_D,D,6009.77
1128,11994.64,5,0,0,1128_D,D,11994.64
2148,27142.41,5,0,0,2148_D,D,27142.41
2112,-27142.41,5,0,0,2112_C,C,27142.41
3163,-15702.57,5,0,0,3163_C,C,15702.57
3179,15702.57,5,0,0,3179_D,D,15702.57
3149,-11994.64,5,0,0,3149_C,C,11994.64
1112,-27850.15,3,0,0,1112_C,C,27850.15
3103,27850.15,3,0,0,3103_D,D,27850.15
2153,-12099.2,7,0,0,2153_C,C,12099.2
3154,12099.2,7,0,0,3154_D,D,12099.2
3122,-39609.71,5,0,0,3122_C,C,39609.71
1125,39609.71,5,0,0,1125_D,D,39609.71
3145,-12649.58,7,0,0,3145_C,C,12649.58
3126,-14476.25,7,0,0,3126_C,C,14476.25
1197,12649.58,7,0,0,1197_D,D,12649.58
1162,14476.25,7,0,0,1162_D,D,14476.25
2234,-9272.12,7,0,0,2234_C,C,9272.12
3169,-25917.29,7,0,0,3169_C,C,25917.29
2208,9272.12,7,0,0,2208_D,D,9272.12
2219,25917.29,7,0,0,2219_D,D,25917.29
2165,-15722.23,2,0,0,2165_C,C,15722.23
2104,15722.23,2,0,0,2104_D,D,15722.23
2175,5637.26,4,0,0,2175_D,D,5637.26
1167,-34212.13,4,0,0,1167_C,C,34212.13
3108,-5637.26,4,0,0,3108_C,C,5637.26
3129,34212.13,4,0,0,3129_D,D,34212.13
2135,36436.2,6,0,0,2135_D,D,36436.2
2269,-36436.2,6,0,0,2269_C,C,36436.2
2210,-33250.27,6,0,0,2210_C,C,33250.27
3210,33250.27,6,0,0,3210_D,D,33250.27
2193,25355.61,5,0,0,2193_D,D,25355.61
3159,46685.04,5,0,0,3159_D,D,46685.04
2163,-46685.04,5,0,0,2163_C,C,46685.04
2143,-25355.61,5,0,0,2143_C,C,25355.61
1129,5602.13,1,0,0,1129_D,D,5602.13
2143,-5602.13,1,0,0,2143_C,C,5602.13
3181,15765.79,1,0,0,3181_D,D,15765.79
2177,-15765.79,1,0,0,2177_C,C,15765.79
1167,36452.46,6,0,0,1167_D,D,36452.46
1196,-36452.46,6,0,0,1196_C,C,36452.46
2256,17887.03,1,0,0,2256_D,D,17887.03
2105,36701.99,1,0,0,2105_D,D,36701.99
2112,-17887.03,1,0,0,2112_C,C,17887.03
3182,-36701.99,1,0,0,3182_C,C,36701.99
3156,29195.53,4,0,0,3156_D,D,29195.53
2105,32456.19,4,0,0,2105_D,D,32456.19
2226,-32456.19,4,0,0,2226_C,C,32456.19
3189,-29195.53,4,0,0,3189_C,C,29195.53
3176,-43848.09,4,0,0,3176_C,C,43848.09
3132,43848.09,4,0,0,3132_D,D,43848.09
2177,-47106.48,6,0,0,2177_C,C,47106.48
2137,9210.04,6,0,0,2137_D,D,9210.04
3171,-49705.93,6,0,0,3171_C,C,49705.93
2235,47106.48,6,0,0,2235_D,D,47106.48
3116,49705.93,6,0,0,3116_D,D,49705.93
1147,-9210.04,6,0,0,1147_C,C,9210.04
2175,39693.89,7,0,0,2175_D,D,39693.89
3173,4212.0,7,0,0,3173_D,D,4212.0
1195,-4212.0,7,0,0,1195_C,C,4212.0
2154,-44207.05,7,0,0,2154_C,C,44207.05
2288,-39693.89,7,0,0,2288_C,C,39693.89
2138,44207.05,7,0,0,2138_D,D,44207.05
3112,48017.38,2,0,0,3112_D,D,48017.38
3107,-48017.38,2,0,0,3107_C,C,48017.38
2254,-21174.93,7,0,0,2254_C,C,21174.93
2117,21174.93,7,0,0,2117_D,D,21174.93
3170,-19162.34,7,0,0,3170_C,C,19162.34
1154,15740.24,7,0,0,1154_D,D,15740.24
2212,19162.34,7,0,0,2212_D,D,19162.34
2193,-15740.24,7,0,0,2193_C,C,15740.24
3147,-29036.95,1,0,0,3147_C,C,29036.95
2121,11249.63,1,0,0,2121_D,D,11249.63
3184,-19148.71,1,0,0,3184_C,C,19148.71
2254,-11249.63,1,0,0,2254_C,C,11249.63
2214,29036.95,1,0,0,2214_D,D,29036.95
2184,19148.71,1,0,0,2184_D,D,19148.71
3226,-46008.97,5,0,0,3226_C,C,46008.97
2192,8435.54,5,0,0,2192_D,D,8435.54
3134,-8435.54,5,0,0,3134_C,C,8435.54
2239,-36049.38,5,0,0,2239_C,C,36049.38
2142,36049.38,5,0,0,2142_D,D,36049.38
2106,46008.97,5,0,0,2106_D,D,46008.97
1129,-17875.4,7,0,0,1129_C,C,17875.4
3173,17875.4,7,0,0,3173_D,D,17875.4
1108,-47915.27,6,0,0,1108_C,C,47915.27
2248,12251.38,6,0,0,2248_D,D,12251.38
2131,47915.27,6,0,0,2131_D,D,47915.27
2298,-12251.38,6,0,0,2298_C,C,12251.38
3107,15382.89,6,0,0,3107_D,D,15382.89
1192,-15382.89,6,0,0,1192_C,C,15382.89
2168,-37536.06,3,0,0,2168_C,C,37536.06
3178,-40719.37,3,0,0,3178_C,C,40719.37
3204,37536.06,3,0,0,3204_D,D,37536.06
2120,40719.37,3,0,0,2120_D,D,40719.37
3131,-24922.01,5,0,0,3131_C,C,24922.01
2140,24922.01,5,0,0,2140_D,D,24922.01
3178,-27784.21,5,0,0,3178_C,C,27784.21
2284,27784.21,5,0,0,2284_D,D,27784.21
1166,-13758.36,6,0,0,1166_C,C,13758.36
1172,13758.36,6,0,0,1172_D,D,13758.36
1185,42723.41,7,0,0,1185_D,D,42723.41
3104,-42723.41,7,0,0,3104_C,C,42723.41
2170,-2261.9,3,0,0,2170_C,C,2261.9
1100,-17947.75,3,0,0,1100_C,C,17947.75
2189,17947.75,3,0,0,2189_D,D,17947.75
1120,-13931.69,3,0,0,1120_C,C,13931.69
1108,13931.69,3,0,0,1108_D,D,13931.69
3147,2261.9,3,0,0,3147_D,D,2261.9
1184,7440.22,4,0,0,1184_D,D,7440.22
1196,-7440.22,4,0,0,1196_C,C,7440.22
1100,-48893.59,4,0,0,1100_C,C,48893.59
1103,48893.59,4,0,0,1103_D,D,48893.59
3109,14491.85,2,0,0,3109_D,D,14491.85
3170,-14491.85,2,0,0,3170_C,C,14491.85
3208,-6497.38,3,0,0,3208_C,C,6497.38
3160,6497.38,3,0,0,3160_D,D,6497.38
2290,-14292.94,7,0,0,2290_C,C,14292.94
1144,14292.94,7,0,0,1144_D,D,14292.94
1138,47368.59,3,0,0,1138_D,D,47368.59
1182,-4530.58,3,0,0,1182_C,C,4530.58
2158,-47368.59,3,0,0,2158_C,C,47368.59
3169,38211.97,3,0,0,3169_D,D,38211.97
1129,-38211.97,3,0,0,1129_C,C,38211.97
2210,4530.58,3,0,0,2210_D,D,4530.58
2206,-27544.92,2,0,0,2206_C,C,27544.92
3175,12255.57,2,0,0,3175_D,D,12255.57
2283,27544.92,2,0,0,2283_D,D,27544.92
3101,-12255.57,2,0,0,3101_C,C,12255.57
3163,-12527.28,2,0,0,3163_C,C,12527.28
2241,12527.28,2,0,0,2241_D,D,12527.28
2212,-30085.28,1,0,0,2212_C,C,30085.28
3137,30085.28,1,0,0,3137_D,D,30085.28
3126,-25788.15,5,0,0,3126_C,C,25788.15
1110,-1308.07,5,0,0,1110_C,C,1308.07
3212,25788.15,5,0,0,3212_D,D,25788.15
3224,1308.07,5,0,0,3224_D,D,1308.07
2192,38360.64,3,0,0,2192_D,D,38360.64
2168,10872.51,3,0,0,2168_D,D,10872.51
1143,-38360.64,3,0,0,1143_C,C,38360.64
1134,-10872.51,3,0,0,1134_C,C,10872.51
2251,-44534.8,2,0,0,2251_C,C,44534.8
3144,-38589.79,2,0,0,3144_C,C,38589.79
2276,34791.74,2,0,0,2276_D,D,34791.74
2138,44534.8,2,0,0,2138_D,D,44534.8
2209,38589.79,2,0,0,2209_D,D,38589.79
2206,-34791.74,2,0,0,2206_C,C,34791.74
2250,23983.2,5,0,0,2250_D,D,23983.2
3164,33551.91,5,0,0,3164_D,D,33551.91
2296,-23983.2,5,0,0,2296_C,C,23983.2
1164,-33551.91,5,0,0,1164_C,C,33551.91
1178,6120.65,2,0,0,1178_D,D,6120.65
2261,-6120.65,2,0,0,2261_C,C,6120.65
2219,31384.09,5,0,0,2219_D,D,31384.09
2140,-31384.09,5,0,0,2140_C,C,31384.09
2253,-37616.15,7,0,0,2253_C,C,37616.15
2261,37616.15,7,0,0,2261_D,D,37616.15
3158,-15533.62,1,0,0,3158_C,C,15533.62
2220,15533.62,1,0,0,2220_D,D,15533.62
1151,11052.26,1,0,0,1151_D,D,11052.26
2206,-11052.26,1,0,0,2206_C,C,11052.26
3161,47150.11,6,0,0,3161_D,D,47150.11
3123,44917.16,6,0,0,3123_D,D,44917.16
3188,-21371.44,6,0,0,3188_C,C,21371.44
3160,21371.44,6,0,0,3160_D,D,21371.44
3160,-47150.11,6,0,0,3160_C,C,47150.11
2115,-44917.16,6,0,0,2115_C,C,44917.16
3150,36687.39,4,0,0,3150_D,D,36687.39
2122,19611.2,4,0,0,2122_D,D,19611.2
2178,-19611.2,4,0,0,2178_C,C,19611.2
1161,-36687.39,4,0,0,1161_C,C,36687.39
3134,-32336.35,7,0,0,3134_C,C,32336.35
2226,32336.35,7,0,0,2226_D,D,32336.35
3141,-39949.5,7,0,0,3141_C,C,39949.5
2101,39949.5,7,0,0,2101_D,D,39949.5
3178,-24786.05,2,0,0,3178_C,C,24786.05
2136,-13485.18,2,0,0,2136_C,C,13485.18
3109,13485.18,2,0,0,3109_D,D,13485.18
2167,-27769.95,2,0,0,2167_C,C,27769.95
3199,27769.95,2,0,0,3199_D,D,27769.95
3159,24786.05,2,0,0,3159_D,D,24786.05
2255,-37703.21,4,0,0,2255_C,C,37703.21
2157,3072.26,4,0,0,2157_D,D,3072.26
2109,-1626.84,4,0,0,2109_C,C,1626.84
3193,37703.21,4,0,0,3193_D,D,37703.21
3220,1626.84,4,0,0,3220_D,D,1626.84
3119,-3072.26,4,0,0,3119_C,C,3072.26
2210,38804.45,5,0,0,2210_D,D,38804.45
3133,-38804.45,5,0,0,3133_C,C,38804.45
1183,-9824.1,5,0,0,1183_C,C,9824.1
2120,-22219.02,5,0,0,2120_C,C,22219.02
2213,9824.1,5,0,0,2213_D,D,9824.1
1168,22219.02,5,0,0,1168_D,D,22219.02
1151,36388.95,3,0,0,1151_D,D,36388.95
2107,-32598.88,3,0,0,2107_C,C,32598.88
1162,-36388.95,3,0,0,1162_C,C,36388.95
2142,15720.87,3,0,0,2142_D,D,15720.87
1136,32598.88,3,0,0,1136_D,D,32598.88
3181,-15720.87,3,0,0,3181_C,C,15720.87
2212,-38888.16,3,0,0,2212_C,C,38888.16
1134,38888.16,3,0,0,1134_D,D,38888.16
3159,-37648.79,5,0,0,3159_C,C,37648.79
3225,37648.79,5,0,0,3225_D,D,37648.79
2211,-41595.86,5,0,0,2211_C,C,41595.86
2227,-18448.92,5,0,0,2227_C,C,18448.92
1175,8831.99,5,0,0,1175_D,D,8831.99
1149,18448.92,5,0,0,1149_D,D,18448.92
3191,-8831.99,5,0,0,3191_C,C,8831.99
1161,41595.86,5,0,0,1161_D,D,41595.86
2225,40679.7,3,0,0,2225_D,D,40679.7
2255,-40679.7,3,0,0,2255_C,C,40679.7
2294,-19753.11,4,0,0,2294_C,C,19753.11
2161,19753.11,4,0,0,2161_D,D,19753.11
2185,30419.72,4,0,0,2185_D,D,30419.72
2285,-30419.72,4,0,0,2285_C,C,30419.72
3207,30026.18,2,0,0,3207_D,D,30026.18
2243,-30026.18,2,0,0,2243_C,C,30026.18
2173,-42838.34,6,0,0,2173_C,C,42838.34
3188,42531.62,6,0,0,3188_D,D,42531.62
2129,42838.34,6,0,0,2129_D,D,42838.34
2280,-42531.62,6,0,0,2280_C,C,42531.62
2180,-37547.98,2,0,0,2180_C,C,37547.98
2236,-10507.41,2,0,0,2236_C,C,10507.41
3140,-27792.1,2,0,0,3140_C,C,27792.1
2260,10507.41,2,0,0,2260_D,D,10507.41
1122,37547.98,2,0,0,1122_D,D,37547.98
3130,27792.1,2,0,0,3130_D,D,27792.1
1183,44934.64,4,0,0,1183_D,D,44934.64
2292,-44934.64,4,0,0,2292_C,C,44934.64
3107,45426.42,4,0,0,3107_D,D,45426.42
1144,-45426.42,4,0,0,1144_C,C,45426.42
1176,-37885.82,6,0,0,1176_C,C,37885.82
2161,37885.82,6,0,0,2161_D,D,37885.82
1167,6548.54,6,0,0,1167_D,D,6548.54
1159,-6548.54,6,0,0,1159_C,C,6548.54
2168,21193.73,4,0,0,2168_D,D,21193.73
2114,-21193.73,4,0,0,2114_C,C,21193.73
2173,-12543.42,2,0,0,2173_C,C,12543.42
1128,12543.42,2,0,0,1128_D,D,12543.42
3183,2646.12,4,0,0,3183_D,D,2646.12
2217,-2646.12,4,0,0,2217_C,C,2646.12
3122,-23952.66,4,0,0,3122_C,C,23952.66
2235,23952.66,4,0,0,2235_D,D,23952.66
2202,-25462.27,7,0,0,2202_C,C,25462.27
1113,25462.27,7,0,0,1113_D,D,25462.27
3198,8847.24,7,0,0,3198_D,D,8847.24
1150,-8847.24,7,0,0,1150_C,C,8847.24
2266,-31884.43,5,0,0,2266_C,C,31884.43
3139,31884.43,5,0,0,3139_D,D,31884.43
3130,-23205.03,6,0,0,3130_C,C,23205.03
3226,23205.03,6,0,0,3226_D,D,23205.03
1118,-47459.91,7,0,0,1118_C,C,47459.91
1109,-17739.36,7,0,0,1109_C,C,17739.36
3197,17739.36,7,0,0,3197_D,D,17739.36
1182,47459.91,7,0,0,1182_D,D,47459.91
3221,41804.84,4,0,0,3221_D,D,41804.84
2290,-6352.58,4,0,0,2290_C,C,6352.58
2134,6352.58,4,0,0,2134_D,D,6352.58
2253,-41804.84,4,0,0,2253_C,C,41804.84
2112,-46679.99,3,0,0,2112_C,C,46679.99
3205,46679.99,3,0,0,3205_D,D,46679.99
2220,37216.85,2,0,0,2220_D,D,37216.85
2250,-37216.85,2,0,0,2250_C,C,37216.85
3107,14161.56,5,0,0,3107_D,D,14161.56
2213,46901.01,5,0,0,2213_D,D,46901.01
1198,-14161.56,5,0,0,1198_C,C,14161.56
3120,-46901.01,5,0,0,3120_C,C,46901.01
2280,-1568.5,1,0,0,2280_C,C,1568.5
2266,13456.57,1,0,0,2266_D,D,13456.57
2134,-13456.57,1,0,0,2134_C,C,13456.57
3209,1568.5,1,0,0,3209_D,D,1568.5
2137,30931.82,4,0,0,2137_D,D,30931.82
2243,-30931.82,4,0,0,2243_C,C,30931.82
2200,-24043.08,3,0,0,2200_C,C,24043.08
1155,-44327.98,3,0,0,1155_C,C,44327.98
3128,3388.99,3,0,0,3128_D,D,3388.99
1183,-3388.99,3,0,0,1183_C,C,3388.99
3122,44327.98,3,0,0,3122_D,D,44327.98
1124,24043.08,3,0,0,1124_D,D,24043.08
3193,-25299.89,7,0,0,3193_C,C,25299.89
3150,25299.89,7,0,0,3150_D,D,25299.89
1129,-42908.55,7,0,0,1129_C,C,42908.55
3207,42908.55,7,0,0,3207_D,D,42908.55
1108,42535.73,5,0,0,1108_D,D,42535.73
3163,-42535.73,5,0,0,3163_C,C,42535.73
3152,-37249.53,5,0,0,3152_C,C,37249.53
2123,44791.52,5,0,0,2123_D,D,44791.52
2244,-44791.52,5,0,0,2244_C,C,44791.52
1114,37249.53,5,0,0,1114_D,D,37249.53
1136,-30645.8,5,0,0,1136_C,C,30645.8
2251,6058.23,5,0,0,2251_D,D,6058.23
2214,-6058.23,5,0,0,2214_C,C,6058.23
3113,30645.8,5,0,0,3113_D,D,30645.8
2173,-23833.11,6,0,0,2173_C,C,23833.11
3201,23833.11,6,0,0,3201_D,D,23833.11
1173,-38564.04,3,0,0,1173_C,C,38564.04
1186,38564.04,3,0,0,1186_D,D,38564.04
2135,-18513.88,1,0,0,2135_C,C,18513.88
1146,18513.88,1,0,0,1146_D,D,18513.88
1179,-12093.89,1,0,0,1179_C,C,12093.89
3216,12093.89,1,0,0,3216_D,D,12093.89
1145,29632.96,2,0,0,1145_D,D,29632.96
2125,-29632.96,2,0,0,2125_C,C,29632.96
1121,11993.3,6,0,0,1121_D,D,11993.3
3165,-18004.51,6,0,0,3165_C,C,18004.51
2185,33597.92,6,0,0,2185_D,D,33597.92
2286,-11993.3,6,0,0,2286_C,C,11993.3
2243,18004.51,6,0,0,2243_D,D,18004.51
2159,-33597.92,6,0,0,2159_C,C,33597.92
1122,-25342.3,2,0,0,1122_C,C,25342.3
